idno,gincdif,nuts2,wkhtot,agea,cntry,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME,inc_redist,resp_ed,fath_ed,moth_ed,educ_mob_father,educ_mob_mother,educ_mob_avg,educ_mob_avg_category,EQI,domicile,unemp_nuts2,equality_importance,social_ties,gen_trust,gov_trust,income_decile,gender,union_member,child_ever,marital_status,unemp_ever,cntry_name,educ_mob_avg_bins
21311,2,LT01,40.0,63,France,-0.093,-0.444333,0.258333,1,6.0,6.0,3.0,6.0,9.0,7.5,2,1,1.0,2,2,2,2,2.0,8,0,0.0,1.0,2.0,1.0,France,High
21326,2,LT02,40.0,30,France,-0.344,-0.750751,0.062751,1,5.0,4.0,6.0,7.0,5.0,6.0,0,1,3.0,3,1,1,2,1.0,10,1,0.0,,,0.0,France,Low
21330,2,LT02,,42,France,-0.344,-0.750751,0.062751,1,4.0,2.0,1.0,8.0,9.0,8.5,2,1,1.0,3,1,2,1,2.0,,0,0.0,,,1.0,France,High
21335,1,LT02,,46,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,4.0,3,1,1,0,0.0,1,1,0.0,1.0,,1.0,France,Moderate
21339,2,LT02,,44,France,-0.344,-0.750751,0.062751,1,1.0,0.0,1.0,7.0,6.0,6.5,2,1,3.0,3,1,4,0,1.0,9,1,0.0,,,0.0,France,Moderate
21362,2,LT01,,48,France,-0.093,-0.444333,0.258333,1,3.0,5.0,3.0,4.0,6.0,5.0,1,1,1.0,2,1,3,3,2.0,,1,0.0,,,1.0,France,Low
21373,2,LT02,40.0,57,France,-0.344,-0.750751,0.062751,1,1.0,3.0,3.0,4.0,4.0,4.0,1,1,3.0,3,1,1,2,2.0,4,0,0.0,1.0,2.0,0.0,France,Low
21376,2,LT02,50.0,76,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,3.0,3,1,1,0,2.0,7,0,0.0,1.0,,0.0,France,Moderate
21388,3,LT02,,61,France,-0.344,-0.750751,0.062751,2,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,2,0,2,3.0,3,1,0.0,0.0,2.0,1.0,France,Very High
21392,1,LT02,,53,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,3.0,3,1,4,3,1.0,,1,0.0,1.0,,1.0,France,Very High
21463,3,LT02,48.0,48,France,-0.344,-0.750751,0.062751,2,6.0,4.0,4.0,8.0,8.0,8.0,2,1,3.0,3,1,2,2,1.0,10,1,0.0,1.0,,1.0,France,High
21480,5,LT02,,37,France,-0.344,-0.750751,0.062751,3,1.0,1.0,3.0,6.0,4.0,5.0,1,1,4.0,3,3,0,1,0.0,2,1,0.0,,0.0,1.0,France,Low
21508,3,LT01,40.0,38,France,-0.093,-0.444333,0.258333,2,5.0,3.0,3.0,8.0,8.0,8.0,2,1,3.0,2,2,1,3,3.0,3,1,0.0,0.0,0.0,1.0,France,High
21525,2,LT01,40.0,54,France,-0.093,-0.444333,0.258333,1,1.0,1.0,1.0,6.0,6.0,6.0,0,1,4.0,2,1,2,2,2.0,3,0,0.0,1.0,3.0,0.0,France,Low
21537,2,LT02,40.0,44,France,-0.344,-0.750751,0.062751,1,4.0,4.0,4.0,6.0,6.0,6.0,0,1,3.0,3,1,4,3,2.0,9,0,0.0,,,0.0,France,Low
21540,4,LT02,40.0,57,France,-0.344,-0.750751,0.062751,3,5.0,5.0,5.0,6.0,6.0,6.0,0,1,3.0,3,1,4,1,2.0,,1,0.0,,1.0,0.0,France,Low
21559,2,LT01,42.0,64,France,-0.093,-0.444333,0.258333,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,2,1,2,2,1.0,6,1,0.0,,2.0,1.0,France,Very High
21564,1,LT01,40.0,58,France,-0.093,-0.444333,0.258333,1,5.0,3.0,3.0,8.0,8.0,8.0,2,1,1.0,2,1,0,2,1.0,4,1,0.0,1.0,2.0,0.0,France,High
21582,1,LT02,40.0,46,France,-0.344,-0.750751,0.062751,1,5.0,3.0,3.0,8.0,8.0,8.0,2,1,3.0,3,1,0,2,1.0,6,0,0.0,,,1.0,France,High
21651,1,LT02,40.0,77,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,1,0,1,1.0,8,0,0.0,,,0.0,France,Very High
21676,2,LT02,45.0,36,France,-0.344,-0.750751,0.062751,1,6.0,5.0,5.0,7.0,7.0,7.0,2,1,1.0,3,1,1,3,2.0,10,1,0.0,0.0,,0.0,France,Moderate
21710,4,LT02,40.0,43,France,-0.344,-0.750751,0.062751,3,5.0,5.0,5.0,6.0,6.0,6.0,0,1,3.0,3,1,1,2,1.0,8,1,0.0,,0.0,0.0,France,Low
21713,2,LT02,30.0,40,France,-0.344,-0.750751,0.062751,1,4.0,4.0,3.0,6.0,7.0,6.5,2,1,3.0,3,1,1,2,1.0,3,1,0.0,,2.0,1.0,France,Moderate
21719,1,LT02,40.0,71,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,,3,1,0,2,2.0,3,1,0.0,0.0,0.0,0.0,France,Very High
21728,3,LT02,40.0,35,France,-0.344,-0.750751,0.062751,2,4.0,1.0,4.0,9.0,6.0,7.5,2,1,4.0,3,2,1,3,2.0,10,0,0.0,0.0,0.0,0.0,France,High
21742,1,LT02,40.0,64,France,-0.344,-0.750751,0.062751,1,5.0,0.0,0.0,11.0,11.0,11.0,2,1,1.0,3,1,3,3,2.0,2,1,0.0,0.0,0.0,0.0,France,Very High
21788,2,LT02,45.0,70,France,-0.344,-0.750751,0.062751,1,5.0,4.0,4.0,7.0,7.0,7.0,2,1,1.0,3,1,1,2,2.0,3,0,0.0,1.0,,0.0,France,Moderate
21791,2,LT02,38.0,72,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,4.0,3,1,4,2,2.0,2,1,0.0,1.0,3.0,0.0,France,Very High
21805,1,LT02,,68,France,-0.344,-0.750751,0.062751,1,2.0,0.0,1.0,8.0,7.0,7.5,2,1,3.0,3,2,1,2,1.0,,0,0.0,0.0,,0.0,France,High
21909,3,LT01,40.0,45,France,-0.093,-0.444333,0.258333,2,5.0,4.0,4.0,7.0,7.0,7.0,2,1,2.0,2,2,1,3,2.0,8,1,0.0,0.0,0.0,1.0,France,Moderate
21914,1,LT02,44.0,36,France,-0.344,-0.750751,0.062751,1,3.0,6.0,6.0,3.0,3.0,3.0,1,1,3.0,3,1,2,1,1.0,8,1,0.0,,,1.0,France,Low
21919,2,LT02,36.0,28,France,-0.344,-0.750751,0.062751,1,5.0,1.0,1.0,10.0,10.0,10.0,2,1,4.0,3,2,1,2,2.0,8,1,0.0,,,0.0,France,Very High
21920,3,LT02,40.0,48,France,-0.344,-0.750751,0.062751,2,5.0,1.0,4.0,10.0,7.0,8.5,2,1,1.0,3,2,1,3,1.0,6,1,0.0,0.0,2.0,0.0,France,High
21924,4,LT02,12.0,71,France,-0.344,-0.750751,0.062751,3,3.0,2.0,1.0,7.0,8.0,7.5,2,1,4.0,3,1,0,,,4,0,0.0,1.0,3.0,1.0,France,High
21933,2,LT02,,76,France,-0.344,-0.750751,0.062751,1,1.0,0.0,1.0,7.0,6.0,6.5,2,1,3.0,3,2,0,1,1.0,5,0,0.0,,,1.0,France,Moderate
21945,3,LT02,40.0,30,France,-0.344,-0.750751,0.062751,2,6.0,4.0,3.0,8.0,9.0,8.5,2,1,3.0,3,1,2,2,2.0,10,1,0.0,,,0.0,France,High
21951,2,LT01,43.0,80,France,-0.093,-0.444333,0.258333,1,5.0,0.0,0.0,11.0,11.0,11.0,2,1,1.0,2,1,5,2,3.0,3,1,0.0,1.0,3.0,0.0,France,Very High
21952,4,LT02,40.0,54,France,-0.344,-0.750751,0.062751,3,6.0,3.0,0.0,9.0,12.0,10.5,2,1,1.0,3,1,2,2,1.0,1,1,0.0,0.0,2.0,1.0,France,Very High
21995,2,LT01,40.0,62,France,-0.093,-0.444333,0.258333,1,6.0,4.0,4.0,8.0,8.0,8.0,2,1,1.0,2,1,1,2,0.0,1,1,0.0,1.0,0.0,1.0,France,High
22026,2,LT02,20.0,53,France,-0.344,-0.750751,0.062751,1,5.0,0.0,0.0,11.0,11.0,11.0,2,1,3.0,3,1,2,0,0.0,7,1,0.0,1.0,2.0,1.0,France,Very High
22030,4,LT02,40.0,25,France,-0.344,-0.750751,0.062751,3,5.0,6.0,6.0,5.0,5.0,5.0,1,1,1.0,3,3,5,3,2.0,5,0,0.0,0.0,1.0,0.0,France,Low
22062,2,LT01,45.0,47,France,-0.093,-0.444333,0.258333,1,6.0,4.0,5.0,8.0,7.0,7.5,2,1,1.0,2,1,3,3,2.0,,1,0.0,,,0.0,France,High
22076,1,LT01,40.0,50,France,-0.093,-0.444333,0.258333,1,4.0,0.0,3.0,10.0,7.0,8.5,2,1,1.0,2,1,,2,1.0,,1,0.0,0.0,2.0,1.0,France,High
22086,5,LT02,40.0,62,France,-0.344,-0.750751,0.062751,3,6.0,2.0,1.0,10.0,11.0,10.5,2,1,3.0,3,2,2,2,2.0,6,1,0.0,1.0,,0.0,France,Very High
22097,2,LT02,55.0,50,France,-0.344,-0.750751,0.062751,1,3.0,4.0,3.0,5.0,6.0,5.5,1,1,4.0,3,1,1,0,0.0,10,0,0.0,,2.0,0.0,France,Low
22122,2,LT01,40.0,30,France,-0.093,-0.444333,0.258333,1,6.0,3.0,6.0,9.0,6.0,7.5,2,1,1.0,2,1,2,3,3.0,,1,0.0,,,0.0,France,High
22127,3,LT02,,77,France,-0.344,-0.750751,0.062751,2,0.0,0.0,0.0,6.0,6.0,6.0,0,1,4.0,3,1,,2,1.0,1,1,0.0,,0.0,1.0,France,Low
22140,2,LT02,40.0,58,France,-0.344,-0.750751,0.062751,1,1.0,1.0,1.0,6.0,6.0,6.0,0,1,4.0,3,1,2,2,1.0,2,0,0.0,1.0,,1.0,France,Low
22152,2,LT01,25.0,31,France,-0.093,-0.444333,0.258333,1,1.0,3.0,3.0,4.0,4.0,4.0,1,1,1.0,2,2,4,2,1.0,2,1,0.0,,0.0,0.0,France,Low
22163,2,LT02,,81,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,3.0,3,1,3,1,2.0,2,0,0.0,1.0,3.0,0.0,France,Moderate
22168,2,LT01,25.0,47,France,-0.093,-0.444333,0.258333,1,4.0,4.0,3.0,6.0,7.0,6.5,2,1,3.0,2,1,2,3,2.0,6,0,0.0,0.0,0.0,1.0,France,Moderate
22206,1,LT02,,67,France,-0.344,-0.750751,0.062751,1,6.0,1.0,1.0,11.0,11.0,11.0,2,1,3.0,3,1,2,2,1.0,4,1,0.0,1.0,,0.0,France,Very High
22230,2,LT02,45.0,48,France,-0.344,-0.750751,0.062751,1,4.0,3.0,1.0,7.0,9.0,8.0,2,1,3.0,3,1,3,2,1.0,7,1,0.0,,,0.0,France,High
22259,2,LT02,50.0,55,France,-0.344,-0.750751,0.062751,1,5.0,5.0,3.0,6.0,8.0,7.0,2,1,1.0,3,2,4,3,2.0,8,0,0.0,,,0.0,France,Moderate
22294,2,LT01,40.0,33,France,-0.093,-0.444333,0.258333,1,4.0,3.0,4.0,7.0,6.0,6.5,2,1,5.0,2,2,0,1,2.0,4,0,0.0,0.0,0.0,1.0,France,Moderate
22314,1,LT02,,41,France,-0.344,-0.750751,0.062751,1,2.0,1.0,1.0,7.0,7.0,7.0,2,1,2.0,3,1,2,1,2.0,1,1,0.0,0.0,0.0,0.0,France,Moderate
22340,1,LT02,45.0,61,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,4.0,3,1,3,0,0.0,1,1,1.0,1.0,3.0,1.0,France,Moderate
22350,3,LT01,50.0,68,France,-0.093,-0.444333,0.258333,2,5.0,4.0,5.0,7.0,6.0,6.5,2,1,1.0,2,2,3,3,3.0,6,1,0.0,1.0,,0.0,France,Moderate
22351,2,LT02,35.0,66,France,-0.344,-0.750751,0.062751,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,3.0,3,2,1,2,1.0,3,0,0.0,1.0,,1.0,France,High
22357,2,LT02,40.0,71,France,-0.344,-0.750751,0.062751,1,6.0,0.0,1.0,12.0,11.0,11.5,2,1,3.0,3,1,1,1,2.0,3,1,0.0,0.0,0.0,0.0,France,Very High
22398,2,LT02,40.0,80,France,-0.344,-0.750751,0.062751,1,6.0,0.0,0.0,12.0,12.0,12.0,2,1,3.0,3,3,4,3,2.0,2,1,0.0,0.0,3.0,0.0,France,Very High
22404,1,LT02,45.0,80,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,2,1,1,0.0,6,1,0.0,1.0,,0.0,France,Very High
22418,2,LT02,,73,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,4.0,3,1,0,0,3.0,1,1,0.0,1.0,2.0,1.0,France,Very High
22428,1,LT01,40.0,63,France,-0.093,-0.444333,0.258333,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,1.0,2,3,4,3,3.0,1,1,0.0,1.0,3.0,1.0,France,High
22432,1,LT02,20.0,53,France,-0.344,-0.750751,0.062751,1,5.0,1.0,3.0,10.0,8.0,9.0,2,1,3.0,3,1,1,2,0.0,1,1,0.0,1.0,,1.0,France,Very High
22454,2,LT02,40.0,58,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,2,3,2,2.0,4,1,0.0,1.0,3.0,0.0,France,Very High
22461,2,LT02,15.0,46,France,-0.344,-0.750751,0.062751,1,4.0,1.0,1.0,9.0,9.0,9.0,2,1,4.0,3,2,1,2,1.0,4,0,0.0,1.0,,1.0,France,Very High
22474,2,LT02,40.0,66,France,-0.344,-0.750751,0.062751,1,6.0,0.0,2.0,12.0,10.0,11.0,2,1,3.0,3,1,3,2,3.0,7,1,0.0,1.0,1.0,0.0,France,Very High
22486,2,LT02,48.0,67,France,-0.344,-0.750751,0.062751,1,6.0,0.0,0.0,12.0,12.0,12.0,2,1,3.0,3,1,3,3,3.0,4,1,0.0,1.0,,0.0,France,Very High
22508,2,LT02,20.0,51,France,-0.344,-0.750751,0.062751,1,2.0,1.0,2.0,7.0,6.0,6.5,2,1,3.0,3,3,4,2,2.0,3,1,0.0,0.0,,1.0,France,Moderate
22509,1,LT02,40.0,70,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,3.0,3,1,1,2,2.0,4,1,0.0,1.0,,0.0,France,Very High
22513,2,LT02,40.0,56,France,-0.344,-0.750751,0.062751,1,4.0,4.0,4.0,6.0,6.0,6.0,0,1,3.0,3,1,3,2,0.0,1,1,0.0,1.0,2.0,0.0,France,Low
22545,2,LT02,,70,France,-0.344,-0.750751,0.062751,1,1.0,0.0,1.0,7.0,6.0,6.5,2,1,3.0,3,1,0,2,1.0,2,0,0.0,0.0,0.0,0.0,France,Moderate
22583,1,LT02,50.0,50,France,-0.344,-0.750751,0.062751,1,4.0,1.0,2.0,9.0,8.0,8.5,2,1,5.0,3,1,1,2,3.0,7,1,0.0,1.0,2.0,1.0,France,High
22601,2,LT02,40.0,77,France,-0.344,-0.750751,0.062751,1,6.0,1.0,0.0,11.0,12.0,11.5,2,1,3.0,3,2,3,2,1.0,4,1,0.0,1.0,2.0,0.0,France,Very High
22616,1,LT02,40.0,68,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,1,1,2,2.0,2,1,0.0,0.0,0.0,0.0,France,Very High
22626,1,LT02,40.0,59,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,4.0,3,1,0,1,0.0,1,0,0.0,1.0,2.0,1.0,France,Moderate
22666,3,LT02,40.0,78,France,-0.344,-0.750751,0.062751,2,4.0,0.0,4.0,10.0,6.0,8.0,2,1,3.0,3,2,4,3,3.0,4,1,0.0,1.0,3.0,0.0,France,High
22676,1,LT02,45.0,44,France,-0.344,-0.750751,0.062751,1,5.0,1.0,4.0,10.0,7.0,8.5,2,1,3.0,3,1,3,2,2.0,5,1,0.0,0.0,0.0,1.0,France,High
22682,4,LT02,40.0,37,France,-0.344,-0.750751,0.062751,3,5.0,6.0,3.0,5.0,8.0,6.5,2,1,3.0,3,1,1,3,2.0,9,0,0.0,0.0,,0.0,France,Moderate
22683,2,LT02,40.0,66,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,1,1,2,2.0,1,1,0.0,1.0,3.0,0.0,France,Very High
22703,2,LT02,,51,France,-0.344,-0.750751,0.062751,1,1.0,5.0,4.0,2.0,3.0,2.5,1,1,4.0,3,1,1,2,0.0,6,1,0.0,,2.0,1.0,France,Low
22762,1,LT02,26.0,72,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,1,3,2,1.0,2,1,0.0,1.0,3.0,0.0,France,Very High
22768,2,LT02,40.0,42,France,-0.344,-0.750751,0.062751,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,4.0,3,1,1,2,2.0,9,0,0.0,,,0.0,France,High
22797,2,LT02,,40,France,-0.344,-0.750751,0.062751,1,4.0,2.0,1.0,8.0,9.0,8.5,2,1,1.0,3,1,2,1,2.0,,1,0.0,,,0.0,France,High
22810,2,LT02,40.0,61,France,-0.344,-0.750751,0.062751,1,6.0,3.0,0.0,9.0,12.0,10.5,2,1,3.0,3,1,1,2,1.0,3,0,0.0,1.0,,0.0,France,Very High
22819,5,LT02,48.0,72,France,-0.344,-0.750751,0.062751,3,3.0,0.0,0.0,9.0,9.0,9.0,2,1,4.0,3,2,4,2,2.0,5,1,0.0,1.0,,0.0,France,Very High
22820,3,LT02,40.0,79,France,-0.344,-0.750751,0.062751,2,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,1,1,0,1.0,4,1,0.0,1.0,,0.0,France,Very High
22825,3,LT02,40.0,61,France,-0.344,-0.750751,0.062751,2,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,2,1,2,1.0,7,1,0.0,1.0,,0.0,France,Very High
22836,3,LT02,40.0,56,France,-0.344,-0.750751,0.062751,2,5.0,5.0,5.0,6.0,6.0,6.0,0,1,3.0,3,1,1,1,1.0,10,0,0.0,1.0,,0.0,France,Low
22837,2,LT02,40.0,51,France,-0.344,-0.750751,0.062751,1,5.0,1.0,1.0,10.0,10.0,10.0,2,1,2.0,3,1,3,3,3.0,6,1,0.0,0.0,1.0,0.0,France,Very High
22856,4,LT01,40.0,41,France,-0.093,-0.444333,0.258333,3,5.0,3.0,3.0,8.0,8.0,8.0,2,1,1.0,2,2,2,3,1.0,9,1,0.0,,,1.0,France,High
22858,1,LT02,50.0,85,France,-0.344,-0.750751,0.062751,1,1.0,0.0,0.0,7.0,7.0,7.0,2,1,3.0,3,2,1,1,2.0,1,1,0.0,1.0,3.0,0.0,France,Moderate
22868,2,LT01,30.0,60,France,-0.093,-0.444333,0.258333,1,5.0,3.0,3.0,8.0,8.0,8.0,2,1,3.0,2,1,2,2,1.0,2,1,0.0,,,1.0,France,High
22871,3,LT02,50.0,35,France,-0.344,-0.750751,0.062751,2,5.0,6.0,6.0,5.0,5.0,5.0,1,1,4.0,3,1,2,3,3.0,8,0,0.0,,0.0,0.0,France,Low
22884,2,LT02,40.0,43,France,-0.344,-0.750751,0.062751,1,0.0,3.0,3.0,3.0,3.0,3.0,1,1,4.0,3,1,1,2,0.0,1,1,0.0,1.0,0.0,1.0,France,Low
22897,2,LT02,48.0,66,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,3,4,2,1.0,3,1,0.0,1.0,,0.0,France,Very High
22932,2,LT02,24.0,54,France,-0.344,-0.750751,0.062751,1,6.0,3.0,3.0,9.0,9.0,9.0,2,1,3.0,3,1,2,1,0.0,1,1,1.0,1.0,1.0,1.0,France,Very High
22936,2,LT01,60.0,42,France,-0.093,-0.444333,0.258333,1,5.0,5.0,5.0,6.0,6.0,6.0,0,1,3.0,2,1,1,3,2.0,10,0,0.0,,,0.0,France,Low
22949,1,LT02,40.0,61,France,-0.344,-0.750751,0.062751,1,2.0,0.0,0.0,8.0,8.0,8.0,2,1,3.0,3,1,5,3,0.0,6,1,0.0,0.0,,0.0,France,High
22966,2,LT02,58.0,52,France,-0.344,-0.750751,0.062751,1,4.0,1.0,1.0,9.0,9.0,9.0,2,1,1.0,3,1,1,3,2.0,10,0,0.0,,3.0,0.0,France,Very High
22969,2,LT02,48.0,49,France,-0.344,-0.750751,0.062751,1,4.0,1.0,5.0,9.0,5.0,7.0,2,1,3.0,3,1,4,2,2.0,8,1,0.0,1.0,,1.0,France,Moderate
22973,2,LT02,50.0,71,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,1,2,3,2.0,2,0,0.0,1.0,3.0,0.0,France,Very High
22976,1,LT02,40.0,71,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,2,0,1,1.0,2,0,0.0,0.0,3.0,1.0,France,Very High
23001,1,LT02,46.0,61,France,-0.344,-0.750751,0.062751,1,5.0,0.0,0.0,11.0,11.0,11.0,2,1,3.0,3,2,0,2,2.0,7,1,1.0,1.0,,0.0,France,Very High
23009,1,LT02,40.0,56,France,-0.344,-0.750751,0.062751,1,6.0,0.0,0.0,12.0,12.0,12.0,2,1,2.0,3,1,4,1,1.0,9,1,0.0,,,0.0,France,Very High
23035,1,LT02,40.0,56,France,-0.344,-0.750751,0.062751,1,1.0,1.0,1.0,6.0,6.0,6.0,0,1,3.0,3,2,1,2,2.0,1,0,0.0,0.0,0.0,0.0,France,Low
23076,2,LT02,40.0,63,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,3.0,3,1,4,1,1.0,3,1,0.0,1.0,2.0,0.0,France,Very High
23092,3,LT01,40.0,57,France,-0.093,-0.444333,0.258333,2,3.0,3.0,1.0,6.0,8.0,7.0,2,1,1.0,2,1,4,3,2.0,10,1,0.0,1.0,,0.0,France,Moderate
23141,2,LT02,40.0,47,France,-0.344,-0.750751,0.062751,1,5.0,1.0,6.0,10.0,5.0,7.5,2,1,3.0,3,1,3,2,3.0,5,1,0.0,,0.0,1.0,France,High
23184,2,LT02,40.0,76,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,1,3,3,1.0,2,1,0.0,1.0,2.0,0.0,France,Very High
23186,3,LT02,50.0,67,France,-0.344,-0.750751,0.062751,2,4.0,3.0,0.0,7.0,10.0,8.5,2,1,4.0,3,3,1,2,2.0,3,1,0.0,0.0,3.0,0.0,France,High
23194,2,LT02,40.0,47,France,-0.344,-0.750751,0.062751,1,4.0,3.0,4.0,7.0,6.0,6.5,2,1,4.0,3,1,4,2,0.0,6,0,0.0,1.0,2.0,1.0,France,Moderate
23218,3,LT02,,51,France,-0.344,-0.750751,0.062751,2,4.0,0.0,6.0,10.0,4.0,7.0,2,1,3.0,3,1,1,2,2.0,3,0,0.0,1.0,,0.0,France,Moderate
23238,1,LT01,40.0,66,France,-0.093,-0.444333,0.258333,1,6.0,3.0,0.0,9.0,12.0,10.5,2,1,1.0,2,1,2,3,2.0,4,1,0.0,1.0,3.0,0.0,France,Very High
23247,2,LT02,50.0,36,France,-0.344,-0.750751,0.062751,1,5.0,0.0,1.0,11.0,10.0,10.5,2,1,4.0,3,2,3,2,2.0,8,0,0.0,1.0,2.0,0.0,France,Very High
23248,2,LT02,48.0,52,France,-0.344,-0.750751,0.062751,1,4.0,0.0,0.0,10.0,10.0,10.0,2,1,4.0,3,1,2,2,2.0,6,1,0.0,0.0,2.0,0.0,France,Very High
23250,2,LT02,40.0,30,France,-0.344,-0.750751,0.062751,1,6.0,2.0,3.0,10.0,9.0,9.5,2,1,1.0,3,1,3,3,0.0,8,1,1.0,,0.0,0.0,France,Very High
23263,1,LT02,40.0,79,France,-0.344,-0.750751,0.062751,1,0.0,0.0,0.0,6.0,6.0,6.0,0,1,3.0,3,2,1,0,1.0,2,1,0.0,1.0,3.0,0.0,France,Low
23325,3,LT02,40.0,25,France,-0.344,-0.750751,0.062751,2,5.0,5.0,5.0,6.0,6.0,6.0,0,1,1.0,3,1,0,2,2.0,10,0,0.0,0.0,0.0,0.0,France,Low
23327,1,LT02,40.0,49,France,-0.344,-0.750751,0.062751,1,5.0,1.0,4.0,10.0,7.0,8.5,2,1,3.0,3,2,3,2,2.0,7,0,0.0,,,0.0,France,High
23331,2,LT01,40.0,70,France,-0.093,-0.444333,0.258333,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,1.0,2,2,2,1,2.0,4,0,0.0,0.0,0.0,1.0,France,High
23349,1,LT02,,49,France,-0.344,-0.750751,0.062751,1,3.0,1.0,0.0,8.0,9.0,8.5,2,1,3.0,3,1,1,3,3.0,4,0,0.0,,,0.0,France,High
23362,2,LT01,42.0,60,France,-0.093,-0.444333,0.258333,1,4.0,1.0,1.0,9.0,9.0,9.0,2,1,2.0,2,1,2,2,2.0,6,1,0.0,1.0,,0.0,France,Very High
23415,1,LT02,50.0,28,France,-0.344,-0.750751,0.062751,1,5.0,4.0,4.0,7.0,7.0,7.0,2,1,3.0,3,1,3,3,3.0,8,0,0.0,0.0,,0.0,France,Moderate
23420,3,LT02,,34,France,-0.344,-0.750751,0.062751,2,3.0,6.0,5.0,3.0,4.0,3.5,1,1,4.0,3,3,4,2,2.0,3,1,0.0,0.0,2.0,0.0,France,Low
23433,3,LT02,45.0,53,France,-0.344,-0.750751,0.062751,2,6.0,5.0,3.0,7.0,9.0,8.0,2,1,1.0,3,1,1,3,0.0,6,1,0.0,1.0,,0.0,France,High
23451,4,LT02,30.0,53,France,-0.344,-0.750751,0.062751,3,3.0,3.0,0.0,6.0,9.0,7.5,2,1,3.0,3,2,1,2,,2,1,0.0,1.0,1.0,1.0,France,High
23470,2,LT02,,65,France,-0.344,-0.750751,0.062751,1,6.0,3.0,1.0,9.0,11.0,10.0,2,1,1.0,3,1,2,3,2.0,4,1,0.0,1.0,,1.0,France,Very High
23484,2,LT02,,31,France,-0.344,-0.750751,0.062751,1,4.0,3.0,5.0,7.0,5.0,6.0,0,1,2.0,3,2,3,3,2.0,5,0,0.0,0.0,0.0,1.0,France,Low
23518,2,LT02,48.0,53,France,-0.344,-0.750751,0.062751,1,3.0,2.0,3.0,7.0,6.0,6.5,2,1,3.0,3,1,4,2,2.0,4,1,0.0,1.0,,0.0,France,Moderate
23526,4,LT02,50.0,45,France,-0.344,-0.750751,0.062751,3,4.0,3.0,6.0,7.0,4.0,5.5,1,1,4.0,3,2,1,3,2.0,7,1,0.0,,,0.0,France,Low
23572,2,LT02,40.0,68,France,-0.344,-0.750751,0.062751,1,3.0,0.0,0.0,9.0,9.0,9.0,2,1,4.0,3,2,1,2,3.0,2,1,0.0,1.0,,1.0,France,Very High
23586,2,LT02,40.0,44,France,-0.344,-0.750751,0.062751,1,3.0,1.0,6.0,8.0,3.0,5.5,1,1,3.0,3,2,1,2,1.0,10,0,0.0,,,0.0,France,Low
23589,2,LT02,40.0,28,France,-0.344,-0.750751,0.062751,1,5.0,5.0,4.0,6.0,7.0,6.5,2,1,3.0,3,1,2,2,1.0,7,1,0.0,,,1.0,France,Moderate
